branch,region,entropy_measure,amplitude_measure,contrast,n,beta0_adjusted_entropy,beta1_amplitude,beta0_se,beta0_t,beta0_p,r2,beta0_q_global,beta0_q_within_entropy_region
event,Frontal,entropy__mse,amp__beta_relative_13_30,3T_minus_3NT,26,-0.00046199578588011206,3.1465169751814344,0.008061877893498862,-0.05730622467659399,0.9547757135506897,0.5662462639901569,0.9901372800543181,0.9970425259669572
event,Frontal,entropy__mse,amp__beta_relative_13_30,Target_main,26,-0.002633052972769651,2.9984502262504966,0.0071098263069360595,-0.37033998569007953,0.7143775713762652,0.5099450847093911,0.934625614765018,0.9970425259669572
event,Frontal,entropy__mse,amp__beta_relative_13_30,Load_x_Target_interaction,26,0.005505035089431197,2.140643226685454,0.009991190970438562,0.5509888766733837,0.5867345049603995,0.41379318403492327,0.9071309791594568,0.9970425259669572
event,Occipital,entropy__sample_entropy,amp__rms,2T_minus_2NT,26,0.00117599007593622,-0.043486209276428295,0.002955598018304819,0.3978856626148059,0.694231619470687,0.4796000680292736,0.9341778694390785,0.7713684660785411
event,Occipital,entropy__sample_entropy,amp__rms,3T_minus_3NT,26,0.00568458996969288,-0.032070177694303016,0.0031723595988523124,1.7919122320651908,0.08576523128230547,0.32565348635670543,0.5845451517564954,0.1559367841496463
event,Occipital,entropy__sample_entropy,amp__rms,Target_main,26,0.004873956399957573,-0.02862995716658429,0.002043694315386267,2.3848754499453477,0.025333949939234827,0.4292151147380593,0.4353157595192463,0.056297666531632956
event,Occipital,entropy__sample_entropy,amp__rms,Load_x_Target_interaction,26,0.002081085512545835,-0.07465818630967067,0.003527406711269468,0.5899760597203375,0.5607208907528579,0.5416832838638981,0.8895702037951713,0.6887813764270417
event,Occipital,entropy__sample_entropy,amp__broadband_power_1_45,2T_minus_2NT,26,0.0038238835667934257,-0.0016792952147663305,0.0033550488761655926,1.1397400478897504,0.2656422573469436,0.2701208762260501,0.7638126967808279,0.3794889390670622
event,Occipital,entropy__sample_entropy,amp__broadband_power_1_45,3T_minus_3NT,26,0.007420251515981167,-0.0010278961335248153,0.003380961547997502,2.1947163286657556,0.03809874757697356,0.1912006009474796,0.4703459631393926,0.07619749515394712
event,Occipital,entropy__sample_entropy,amp__broadband_power_1_45,Target_main,26,0.006087070535711665,-0.0011360769068085171,0.0021283395939181303,2.860009066741918,0.008632960426415393,0.32649110085319644,0.31640524083353566,0.028776534754717975
event,Occipital,entropy__sample_entropy,amp__broadband_power_1_45,Load_x_Target_interaction,26,0.000988800175092154,-0.0018845670192095283,0.004887356185778224,0.2023180094729898,0.8413733736934111,0.15823297425165184,0.9639402465554019,0.8541142676445815
event,Occipital,entropy__sample_entropy,amp__theta_relative_4_8,2T_minus_2NT,26,0.0066066710625020545,0.2287723014497808,0.003918660050513042,1.6859515695006744,0.10476442260638662,0.024501155437037014,0.6160564743799674,0.17460737101064436
event,Occipital,entropy__sample_entropy,amp__theta_relative_4_8,3T_minus_3NT,26,0.011579916598420023,-0.11923658380116867,0.003458164653140537,3.348572945450618,0.002674656580567362,0.00813409081110561,0.18128227934956564,0.01337328290283681
event,Occipital,entropy__sample_entropy,amp__theta_relative_4_8,Target_main,26,0.008463991999238085,0.22874076285248401,0.002523889827667314,3.353550502266125,0.00264224292819083,0.034247591623604134,0.18128227934956564,0.01337328290283681
event,Occipital,entropy__sample_entropy,amp__theta_relative_4_8,Load_x_Target_interaction,26,0.0028814657528938433,-0.17012328081618736,0.005211809670489458,0.5528724061451069,0.5854641699629854,0.011860833164361373,0.9071309791594568,0.6887813764270417
event,Occipital,entropy__sample_entropy,amp__alpha_relative_8_13,2T_minus_2NT,26,0.004642421463772516,-0.214929663243072,0.0037316625789934736,1.2440624964073514,0.22549040161336628,0.13604906714221787,0.7496466844012142,0.34690831017440965
