province,university,code,major_name,admission_zone_type,study_type,admission_type,capacity_1,capacity_2,gender,notes
سمنان,دانشگاه صنعتی شاهرود,14075,علوم کامپیوتر,کشوری,روزانه,صرفا با سوابق تحصیلی,50,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14076,علوم و مهندسی آب,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14077,فیزیک,ناحیهای,روزانه,صرفا با سوابق تحصیلی,25,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14078,فیزیک مهندسی,کشوری,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14079,فیزیک مهندسی,کشوری,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14083,زمین شناسی,,روزانه,صرفا با سوابق تحصیلی,45,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14084,شیمی کاربردی,ناحیهای,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14085,شیمی محض,ناحیهای,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14086,علوم و مهندسی باغبانی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14087,علوم و مهندسی خاک,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14088,مهندسی تولید و ژنتیک گیاهی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14089,مهندسی گیاه پزشکی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14098,زبان و ادبیات انگلیسی,,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14080,علوم کامپیوتر,کشوری,نوبت دوم,صرفا با سوابق تحصیلی,10,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14081,علوم و مهندسی آب,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14082,,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14090,زمین شناسی,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14091,شیمی کاربردی,ناحیهای,نوبت دوم,صرفا با سوابق تحصیلی,10,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14092,شیمی محض,ناحیهای,نوبت دوم,صرفا با سوابق تحصیلی,10,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14093,علوم و مهندسی باغبانی,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14094,علوم و مهندسی خاک,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14095,مهندسی تولید و ژنتیک گیاهی,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14096,مهندسی گیاه پزشکی,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14097,علوم ورزشی,کشوری,نوبت دوم,صرفا با سوابق تحصیلی,24,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14099,زبان و ادبیات انگلیسی,,نوبت دوم,صرفا با سوابق تحصیلی,20,-,هر دو,
سمنان,دانشگاه ملی مهارت - آموزشکده پسران سمنان,30867,مهندسی حرفه ای کامپیوتر,ناحیهای,روزانه,با آزمون,20,-,فقط مرد,
سمنان,دانشگاه ملی مهارت - آموزشکده پسران سمنان,30868,مهندسی حرفه ای کامپیوتر,ناحیهای,روزانه,با آزمون,-,20,فقط مرد,
سمنان,دانشگاه ملی مهارت - آموزشکده پسران سمنان,30869,مهندسی حرفه ای کامپیوتر,ناحیهای,نوبت دوم,با آزمون,10,-,فقط مرد,
سمنان,دانشگاه ملی مهارت - آموزشکده پسران سمنان,30870,مهندسی حرفه ای کامپیوتر,ناحیهای,نوبت دوم,با آزمون,-,10,فقط مرد,
سمنان,دانشگاه سمنان (محل تحصیل دانشکده روان شناسی و علوم تربیتی مهدی شهر),36425,روانشناسی,قطبی,روزانه,با آزمون,3,-,هر دو,
سمنان,دانشگاه سمنان (محل تحصیل دانشکده روان شناسی و علوم تربیتی مهدی شهر),36426,روانشناسی,قطبی,نوبت دوم,با آزمون,2,-,هر دو,
سمنان,دانشگاه سمنان (محل تحصیل دانشکده روان شناسی و علوم تربیتی مهدی شهر),14060,علم اطالعات و دانش شناسی,قطبی,روزانه,صرفا با سوابق تحصیلی,33,-,هر دو,
سمنان,دانشگاه سمنان (محل تحصیل دانشکده روان شناسی و علوم تربیتی مهدی شهر),14061,علم اطالعات و دانش شناسی,قطبی,نوبت دوم,صرفا با سوابق تحصیلی,14,-,هر دو,
سمنان,دانشگاه ملی مهارت - آموزشکده دختران سمنان,36439,حسابداری,ناحیهای,روزانه,با آزمون,3,-,فقط زن,
سمنان,دانشگاه ملی مهارت - آموزشکده دختران سمنان,36440,حسابداری,ناحیهای,روزانه,با آزمون,-,2,فقط زن,
سمنان,دانشگاه ملی مهارت - آموزشکده دختران سمنان,36441,حسابداری,ناحیهای,نوبت دوم,با آزمون,1,-,فقط زن,
سمنان,دانشگاه ملی مهارت - آموزشکده دختران سمنان,36442,حسابداری,ناحیهای,نوبت دوم,با آزمون,-,1,فقط زن,
سمنان,دانشگاه ملی مهارت - آموزشکده دختران سمنان,14180,مهندسی حرفه ای معماری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,- 25,-,فقط زن,
سمنان,دانشگاه ملی مهارت - آموزشکده دختران سمنان,14181,مهندسی حرفه ای معماری,ناحیهای,روزانه,صرفا با سوابق تحصیلی,-,15,فقط زن,
سمنان,دانشگاه ملی مهارت - آموزشکده دختران سمنان,14182,مهندسی حرفه ای معماری,ناحیهای,نوبت دوم,صرفا با سوابق تحصیلی,10,-,فقط زن,
سمنان,دانشگاه ملی مهارت - آموزشکده دختران سمنان,14183,مهندسی حرفه ای معماری,ناحیهای,نوبت دوم,صرفا با سوابق تحصیلی,-,10,فقط زن,
سمنان,دانشگاه سمنان (محل تحصیل آموزشکده دامپزشکی شهمیرزاد),14056,,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
سمنان,دانشگاه سمنان (محل تحصیل آموزشکده دامپزشکی شهمیرزاد),14057,مهندسی علوم دامی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
سمنان,دانشگاه سمنان (محل تحصیل آموزشکده دامپزشکی شهمیرزاد),14058,مهندسی علوم دامی,,نوبت دوم,صرفا با سوابق تحصیلی,10,-,هر دو,
سمنان,دانشگاه سمنان (محل تحصیل آموزشکده دامپزشکی شهمیرزاد),14059,مهندسی علوم دامی,,نوبت دوم,صرفا با سوابق تحصیلی,10,-,هر دو,
سمنان,دانشگاه سمنان (محل تحصیل دانشکده منابع طبیعی مهدی شهر),14062,علوم و مهندسی محیط زیست,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
سمنان,دانشگاه سمنان (محل تحصیل دانشکده منابع طبیعی مهدی شهر),14063,علوم و مهندسی محیط زیست,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
سمنان,دانشگاه سمنان (محل تحصیل دانشکده منابع طبیعی مهدی شهر),14064,مهندسی صنایع مبلمان,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
سمنان,دانشگاه سمنان (محل تحصیل دانشکده منابع طبیعی مهدی شهر),14065,علوم و مهندسی محیط زیست,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
سمنان,دانشگاه سمنان (محل تحصیل دانشکده منابع طبیعی مهدی شهر),14066,علوم و مهندسی محیط زیست,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
سمنان,دانشگاه سمنان (محل تحصیل دانشکده منابع طبیعی مهدی شهر),14067,مهندسی صنایع مبلمان,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
سمنان,دانشگاه سمنان (محل تحصیل دانشکده منابع طبیعی مهدی شهر),14100,علوم قرآن و حدیث,کشوری,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه ملی مهارت - آموزشکده دختران شاهرود,14184,طراحی لباس,,روزانه,صرفا با سوابق تحصیلی,-,20,فقط زن,
سمنان,دانشگاه ملی مهارت - آموزشکده دختران شاهرود,14185,طراحی لباس,,نوبت دوم,صرفا با سوابق تحصیلی,10,-,فقط زن,
سمنان,دانشگاه ملی مهارت - آموزشکده دختران شاهرود,14186,طراحی لباس,,نوبت دوم,صرفا با سوابق تحصیلی,-,10,فقط زن,
سیستان و بلوچستان,دانشگاه دریانوردی و علوم دریایی چابهار,30871,مهندسی دریا,کشوری,روزانه,با آزمون,30,-,هر دو,دارای خوابگاه ملکی
سیستان و بلوچستان,دانشگاه دریانوردی و علوم دریایی چابهار,30872,مهندسی دریانوردی,,روزانه,با آزمون,30,-,فقط مرد,مهندسی کشتی (موتور) را انتخاب می
سیستان و بلوچستان,دانشگاه دریانوردی و علوم دریایی چابهار,30873,مهندسی دریانوردی,,روزانه,با آزمون,30,-,فقط مرد,دریانوردی و مهندسی کشتی (موتور) را
سیستان و بلوچستان,دانشگاه دریانوردی و علوم دریایی چابهار,30874,مهندسی دریانوردی,,روزانه,با آزمون,20,-,فقط مرد,
سیستان و بلوچستان,دانشگاه دریانوردی و علوم دریایی چابهار,30875,مهندسی عمران,ناحیهای,روزانه,با آزمون,35,-,هر دو,دارای خوابگاه ملکی
سیستان و بلوچستان,دانشگاه دریانوردی و علوم دریایی چابهار,30876,مهندسی کشتی (موتور),کشوری,روزانه,با آزمون,20,-,فقط مرد,
سیستان و بلوچستان,دانشگاه دریانوردی و علوم دریایی چابهار,30877,مهندسی کشتی (موتور),کشوری,روزانه,با آزمون,30,-,فقط مرد,دریانوردی و مهندسی کشتی (موتور) را
سیستان و بلوچستان,دانشگاه دریانوردی و علوم دریایی چابهار,30878,مهندسی کشتی (موتور),کشوری,روزانه,با آزمون,30,-,فقط مرد,مهندسی کشتی (موتور) را انتخاب می
سیستان و بلوچستان,دانشگاه دریانوردی و علوم دریایی چابهار,36443,اقتصاد,قطبی,روزانه,با آزمون,16,-,هر دو,دارای خوابگاه ملکی
سیستان و بلوچستان,دانشگاه دریانوردی و علوم دریایی چابهار,36444,مدیریت بازرگانی,ناحیهای,روزانه,با آزمون,4,-,هر دو,دارای خوابگاه ملکی
سیستان و بلوچستان,دانشگاه دریانوردی و علوم دریایی چابهار,30879,مهندسی دریا,کشوری,نوبت دوم,با آزمون,5,-,هر دو,دارای خوابگاه ملکی
سیستان و بلوچستان,دانشگاه دریانوردی و علوم دریایی چابهار,36445,مدیریت بازرگانی,ناحیهای,نوبت دوم,با آزمون,2,-,هر دو,دارای خوابگاه ملکی
سیستان و بلوچستان,دانشگاه دریانوردی و علوم دریایی چابهار,14267,ریاضیات و کاربردها,قطبی,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,دارای خوابگاه ملکی
سیستان و بلوچستان,دانشگاه دریانوردی و علوم دریایی چابهار,14268,مهندسی برق,قطبی,روزانه,صرفا با سوابق تحصیلی,35,-,هر دو,دارای خوابگاه ملکی
