province,university,code,major_name,admission_zone_type,study_type,admission_type,capacity_1,capacity_2,gender,notes
خوزستان,دانشگاه علوم کشاورزی و منابع طبیعی خوزستان- مالثانی اهواز,13516,مهندسی اقتصاد کشاورزی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
خوزستان,دانشگاه علوم کشاورزی و منابع طبیعی خوزستان- مالثانی اهواز,13517,مهندسی اقتصاد کشاورزی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
خوزستان,دانشگاه علوم کشاورزی و منابع طبیعی خوزستان- مالثانی اهواز,13518,مهندسی تولید و ژنتیک گیاهی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
خوزستان,دانشگاه علوم کشاورزی و منابع طبیعی خوزستان- مالثانی اهواز,13519,مهندسی طبیعت,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
خوزستان,دانشگاه علوم کشاورزی و منابع طبیعی خوزستان- مالثانی اهواز,13520,مهندسی علوم دامی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
خوزستان,دانشگاه علوم کشاورزی و منابع طبیعی خوزستان- مالثانی اهواز,13521,مهندسی فضای سبز,,روزانه -,صرفا با سوابق تحصیلی,20,-,هر دو,
خوزستان,دانشگاه علوم کشاورزی و منابع طبیعی خوزستان- مالثانی اهواز,13522,مهندسی گیاه پزشکی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
زنجان,دانشگاه تحصیالت تکمیلی علوم پایه زنجان,30773,دکتری پیوسته فیزیک,,روزانه,با آزمون,20,-,هر دو,
زنجان,دانشگاه زنجان,30774,علوم کامپیوتر,کشوری,روزانه,با آزمون,50,-,هر دو,
زنجان,دانشگاه زنجان,30775,مهندسی برق,قطبی,روزانه,با آزمون,120,-,هر دو,
زنجان,دانشگاه زنجان,30776,مهندسی پزشکی,کشوری,روزانه,با آزمون,30,-,هر دو,
زنجان,دانشگاه زنجان,30777,مهندسی شیمی,کشوری,روزانه,با آزمون,60,-,هر دو,
زنجان,دانشگاه زنجان,30778,مهندسی صنایع و سیستم ها,,روزانه,با آزمون,45,-,هر دو,
زنجان,دانشگاه زنجان,30779,مهندسی عمران,ناحیهای,روزانه,با آزمون,120,-,هر دو,
زنجان,دانشگاه زنجان,30780,مهندسی کامپیوتر,ناحیهای,روزانه,با آزمون,70,-,هر دو,
زنجان,دانشگاه زنجان,30781,مهندسی معدن,کشوری,روزانه,با آزمون,60,-,هر دو,
زنجان,دانشگاه زنجان,30782,مهندسی معماری,ناحیهای,روزانه,با آزمون,45,-,هر دو,
زنجان,دانشگاه زنجان,30783,مهندسی مکانیک,ناحیهای,روزانه,با آزمون,105,-,هر دو,
زنجان,دانشگاه زنجان,30784,مهندسی نقشه برداری,کشوری,روزانه,با آزمون,- 50,-,هر دو,
زنجان,دانشگاه زنجان,30785,مهندسی و علم مواد,قطبی,روزانه,با آزمون,60,-,هر دو,
زنجان,دانشگاه زنجان,36392,اقتصاد,قطبی,روزانه,با آزمون,16,-,هر دو,
زنجان,دانشگاه زنجان,36393,حسابداری,ناحیهای,روزانه,با آزمون,5,-,هر دو,
زنجان,دانشگاه زنجان,36394,روانشناسی,قطبی,روزانه,با آزمون,5,-,هر دو,
زنجان,دانشگاه زنجان,36395,شیمی کاربردی,ناحیهای,روزانه,با آزمون,10,-,هر دو,
زنجان,دانشگاه زنجان,36396,شیمی محض,ناحیهای,روزانه,با آزمون,10,-,هر دو,
زنجان,دانشگاه زنجان,36397,علوم ورزشی,کشوری,روزانه,با آزمون,4,-,فقط زن,
زنجان,دانشگاه زنجان,36398,علوم ورزشی,کشوری,روزانه,با آزمون,4,-,فقط مرد,
زنجان,دانشگاه زنجان,36399,مدیریت بازرگانی,ناحیهای,روزانه,با آزمون,4,-,هر دو,
زنجان,دانشگاه زنجان,36400,مدیریت صنعتی,قطبی,روزانه,با آزمون,4,-,هر دو,
زنجان,دانشگاه زنجان,13881,آمار,ناحیهای,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,
زنجان,دانشگاه زنجان,13882,ریاضیات و کاربردها,قطبی,روزانه,صرفا با سوابق تحصیلی,50,-,هر دو,
زنجان,دانشگاه زنجان,13883,علوم و مهندسی آب,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
زنجان,دانشگاه زنجان,13884,فیزیک,ناحیهای,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,
زنجان,دانشگاه زنجان,13887,زمین شناسی,,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,
زنجان,دانشگاه زنجان,13888,زیست شناسی جانوری,,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,
زنجان,دانشگاه زنجان,13889,زیست شناسی گیاهی,,روزانه,صرفا با سوابق تحصیلی,45,-,هر دو,
زنجان,دانشگاه زنجان,13890,علوم و مهندسی باغبانی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
زنجان,دانشگاه زنجان,13891,علوم و مهندسی خاک,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
زنجان,دانشگاه زنجان,13892,علوم و مهندسی خاک,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
زنجان,دانشگاه زنجان,13893,علوم و مهندسی محیط زیست,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
زنجان,دانشگاه زنجان,13894,علوم و مهندسی محیط زیست,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
زنجان,دانشگاه زنجان,13895,مهندسی تولید و ژنتیک گیاهی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
زنجان,دانشگاه زنجان,13896,مهندسی علوم دامی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
زنجان,دانشگاه زنجان,13897,مهندسی گیاه پزشکی,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
زنجان,دانشگاه زنجان,13885,علوم و مهندسی آب,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
زنجان,دانشگاه زنجان,13886,فیزیک,ناحیهای,نوبت دوم,صرفا با سوابق تحصیلی,20,-,هر دو,
زنجان,دانشگاه زنجان,13898,علوم و مهندسی باغبانی,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
زنجان,دانشگاه زنجان,13899,علوم و مهندسی خاک,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
زنجان,دانشگاه زنجان,13900,علوم و مهندسی خاک,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
زنجان,دانشگاه زنجان,13901,علوم و مهندسی محیط زیست,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
زنجان,دانشگاه زنجان,13902,علوم و مهندسی محیط زیست,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
زنجان,دانشگاه زنجان,13903,مهندسی تولید و ژنتیک گیاهی,,نوبت دوم -,صرفا با سوابق تحصیلی,5,-,هر دو,
زنجان,دانشگاه زنجان,13904,مهندسی علوم دامی,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
زنجان,دانشگاه زنجان,13905,مهندسی گیاه پزشکی,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
زنجان,دانشگاه ملی مهارت - آموزشکده دختران زنجان (قائم (عج)),30786,مهندسی حرفه ای کامپیوتر,ناحیهای,روزانه,با آزمون,20,-,فقط زن,
زنجان,دانشگاه ملی مهارت - آموزشکده دختران زنجان (قائم (عج)),30787,مهندسی حرفه ای کامپیوتر,ناحیهای,روزانه,با آزمون,-,20,فقط زن,
زنجان,دانشگاه ملی مهارت - آموزشکده دختران زنجان (قائم (عج)),13987,مهندسی حرفه ای کامپیوتر,ناحیهای,نوبت دوم,صرفا با سوابق تحصیلی,10,-,فقط زن,
زنجان,دانشگاه ملی مهارت - آموزشکده دختران زنجان (قائم (عج)),13988,مهندسی حرفه ای کامپیوتر,ناحیهای,نوبت دوم,صرفا با سوابق تحصیلی,-,10,فقط زن,
سمنان,دانشگاه دامغان,30788,مهندسی برق,قطبی,روزانه,با آزمون,25,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,30789,مهندسی پزشکی,کشوری,روزانه,با آزمون,25,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,30790,مهندسی پلیمر,کشوری,روزانه,با آزمون,25,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,30791,مهندسی صنایع و سیستم ها,,روزانه,با آزمون,30,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,30792,مهندسی عمران,ناحیهای,روزانه,با آزمون,30,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,30793,مهندسی معماری,ناحیهای,روزانه,با آزمون,30,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,30794,مهندسی مکانیک,ناحیهای,روزانه,با آزمون,- 25,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,30795,مهندسی نفت و زمین انرژی,,روزانه,با آزمون,40,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,30796,مهندسی برق,قطبی,نوبت دوم,با آزمون,5,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,30797,مهندسی پزشکی,کشوری,نوبت دوم,با آزمون,5,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,30798,مهندسی پلیمر,کشوری,نوبت دوم,با آزمون,5,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,30799,مهندسی صنایع و سیستم ها,,نوبت دوم,با آزمون,5,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,30800,مهندسی عمران,ناحیهای,نوبت دوم,با آزمون,7,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,30801,مهندسی معماری,ناحیهای,نوبت دوم,با آزمون,10,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,30802,مهندسی مکانیک,ناحیهای,نوبت دوم,با آزمون,5,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,30803,مهندسی نفت و زمین انرژی,,نوبت دوم,با آزمون,10,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,14026,مهندسی انرژی,کشوری,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,14027,مهندسی شیمی,کشوری,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,14028,مهندسی انرژی,کشوری,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,14029,مهندسی شیمی,کشوری,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,دارای خوابگاه استیجاری
سمنان,دانشگاه دامغان,30804,علوم کامپیوتر,کشوری,روزانه,با آزمون,45,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,30805,مهندسی برق,قطبی,روزانه,با آزمون,40,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,30806,مهندسی صنایع و سیستم ها,,روزانه,با آزمون,30,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,30807,مهندسی عمران,ناحیهای,روزانه,با آزمون,35,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,30808,مهندسی کامپیوتر,ناحیهای,روزانه,با آزمون,45,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,30809,مهندسی مکانیک,ناحیهای,روزانه,با آزمون,40,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,36401,اقتصاد,قطبی,روزانه,با آزمون,14,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,36402,شیمی کاربردی,ناحیهای,روزانه,با آزمون,12,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,30810,مهندسی برق,قطبی,نوبت دوم,با آزمون,5,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,30811,مهندسی صنایع و سیستم ها,,نوبت دوم,با آزمون,5,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,30812,مهندسی عمران,ناحیهای,نوبت دوم,با آزمون,15,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,30813,مهندسی مکانیک,ناحیهای,نوبت دوم,با آزمون,15,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,14030,ریاضیات و کاربردها,قطبی,روزانه,صرفا با سوابق تحصیلی,33,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,14031,فیزیک,ناحیهای,روزانه,صرفا با سوابق تحصیلی,45,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,14032,فیزیک مهندسی,کشوری,روزانه,صرفا با سوابق تحصیلی,45,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,14033,مهندسی شیمی,کشوری,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,14035,زمین شناسی,,روزانه,صرفا با سوابق تحصیلی,30,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,14036,زیست شناسی جانوری,,روزانه,صرفا با سوابق تحصیلی,25,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,14037,زیست شناسی گیاهی,,روزانه,صرفا با سوابق تحصیلی,25,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,14038,شیمی محض,ناحیهای,روزانه -,صرفا با سوابق تحصیلی,60,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,14039,علوم ورزشی,کشوری,روزانه,صرفا با سوابق تحصیلی,40,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,14040,ادبیات نمایشی,,روزانه,صرفا با سوابق تحصیلی,60,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه دامغان,14034,علوم کامپیوتر,کشوری,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,دارای خوابگاه ملکی
سمنان,دانشگاه سمنان,30814,علوم کامپیوتر,کشوری,روزانه,با آزمون,50,-,هر دو,
سمنان,دانشگاه سمنان,30815,علوم کامپیوتر,کشوری,روزانه,با آزمون,29,-,هر دو,
سمنان,دانشگاه سمنان,30816,مهندسی برق,قطبی,روزانه,با آزمون,118,-,هر دو,
سمنان,دانشگاه سمنان,30817,مهندسی پزشکی,کشوری,روزانه,با آزمون,44,-,هر دو,
سمنان,دانشگاه سمنان,30818,مهندسی ساخت و تولید,کشوری,روزانه,با آزمون,42,-,هر دو,
سمنان,دانشگاه سمنان,30819,مهندسی شهرسازی,قطبی,روزانه,با آزمون,24,-,هر دو,
سمنان,دانشگاه سمنان,30820,مهندسی شیمی,کشوری,روزانه,با آزمون,29,-,هر دو,
سمنان,دانشگاه سمنان,30821,مهندسی صنایع و سیستم ها,,روزانه,با آزمون,37,-,هر دو,
سمنان,دانشگاه سمنان,30822,مهندسی عمران,ناحیهای,روزانه,با آزمون,75,-,هر دو,
سمنان,دانشگاه سمنان,30823,مهندسی کامپیوتر,ناحیهای,روزانه,با آزمون,45,-,هر دو,
سمنان,دانشگاه سمنان,30824,مهندسی معماری,ناحیهای,روزانه,با آزمون,- 22,-,هر دو,
سمنان,دانشگاه سمنان,30825,مهندسی مکانیک,ناحیهای,روزانه,با آزمون,80,-,هر دو,
سمنان,دانشگاه سمنان,30826,مهندسی نفت و زمین انرژی,,روزانه,با آزمون,29,-,هر دو,
سمنان,دانشگاه سمنان,30827,مهندسی و علم مواد,قطبی,روزانه,با آزمون,76,-,هر دو,
سمنان,دانشگاه سمنان,30838,مهندسی کامپیوتر,ناحیهای,روزانه,با آزمون,15,-,فقط زن,
سمنان,دانشگاه سمنان,36403,اقتصاد,قطبی,روزانه,با آزمون,13,-,هر دو,
سمنان,دانشگاه سمنان,36404,حسابداری,ناحیهای,روزانه,با آزمون,3,-,هر دو,
سمنان,دانشگاه سمنان,36405,شیمی کاربردی,ناحیهای,روزانه,با آزمون,8,-,هر دو,
سمنان,دانشگاه سمنان,36406,علوم ورزشی,کشوری,روزانه,با آزمون,2,-,فقط زن,
سمنان,دانشگاه سمنان,36407,علوم ورزشی,کشوری,روزانه,با آزمون,2,-,فقط مرد,
سمنان,دانشگاه سمنان,36408,گردشگری,کشوری,روزانه,با آزمون,3,-,هر دو,
سمنان,دانشگاه سمنان,36409,مدیریت بازرگانی,ناحیهای,روزانه,با آزمون,3,-,هر دو,
سمنان,دانشگاه سمنان,36410,مدیریت دولتی,قطبی,روزانه,با آزمون,3,-,هر دو,
سمنان,دانشگاه سمنان,36411,مدیریت صنعتی,قطبی,روزانه,با آزمون,3,-,هر دو,
سمنان,دانشگاه سمنان,36412,مدیریت کسب و کار,کشوری,روزانه,با آزمون,3,-,هر دو,
سمنان,دانشگاه سمنان,36413,هتلداری,کشوری,روزانه,با آزمون,3,-,هر دو,
سمنان,دانشگاه سمنان,36427,مددکاری اجتماعی,کشوری,روزانه,با آزمون,3,-,فقط زن,
سمنان,دانشگاه سمنان,30828,مهندسی پزشکی,کشوری,نوبت دوم,با آزمون,14,-,هر دو,
سمنان,دانشگاه سمنان,30829,مهندسی ساخت و تولید,کشوری,نوبت دوم,با آزمون,14,-,هر دو,
سمنان,دانشگاه سمنان,30830,مهندسی شیمی,کشوری,نوبت دوم,با آزمون,14,-,هر دو,
سمنان,دانشگاه سمنان,30831,مهندسی صنایع و سیستم ها,,نوبت دوم,با آزمون,19,-,هر دو,
سمنان,دانشگاه سمنان,30832,مهندسی عمران,ناحیهای,نوبت دوم,با آزمون,-,75,هر دو,
سمنان,دانشگاه سمنان,30833,مهندسی کامپیوتر,ناحیهای,نوبت دوم,با آزمون,25,-,هر دو,
سمنان,دانشگاه سمنان,30834,مهندسی معماری,ناحیهای,نوبت دوم,با آزمون,2,-,هر دو,
سمنان,دانشگاه سمنان,30835,مهندسی مکانیک,ناحیهای,نوبت دوم,با آزمون,14,-,هر دو,
سمنان,دانشگاه سمنان,30836,مهندسی نفت و زمین انرژی,,نوبت دوم,با آزمون,14,-,هر دو,
سمنان,دانشگاه سمنان,30837,مهندسی و علم مواد,قطبی,نوبت دوم,با آزمون,19,-,هر دو,
سمنان,دانشگاه سمنان,36414,اقتصاد,قطبی,نوبت دوم,با آزمون,6,-,هر دو,
سمنان,دانشگاه سمنان,36415,حسابداری,ناحیهای,نوبت دوم,با آزمون,1,-,هر دو,
سمنان,دانشگاه سمنان,36416,شیمی کاربردی,ناحیهای,نوبت دوم,با آزمون,3,-,هر دو,
سمنان,دانشگاه سمنان,36417,علوم ورزشی,کشوری,نوبت دوم,با آزمون,1,-,فقط زن,
سمنان,دانشگاه سمنان,36418,علوم ورزشی,کشوری,نوبت دوم,با آزمون,1,-,فقط مرد,
سمنان,دانشگاه سمنان,36419,گردشگری,کشوری,نوبت دوم,با آزمون,1,-,هر دو,
سمنان,دانشگاه سمنان,36420,مدیریت بازرگانی,ناحیهای,نوبت دوم,با آزمون,1,-,هر دو,
سمنان,دانشگاه سمنان,36421,مدیریت دولتی,قطبی,نوبت دوم,با آزمون,1,-,هر دو,
سمنان,دانشگاه سمنان,36422,مدیریت صنعتی,قطبی,نوبت دوم -,با آزمون,1,-,هر دو,
سمنان,دانشگاه سمنان,36423,مدیریت کسب و کار,کشوری,نوبت دوم,با آزمون,1,-,هر دو,
سمنان,دانشگاه سمنان,36424,هتلداری,کشوری,نوبت دوم,با آزمون,1,-,هر دو,
سمنان,دانشگاه سمنان,36428,مددکاری اجتماعی,کشوری,نوبت دوم,با آزمون,2,-,فقط زن,
سمنان,دانشگاه سمنان,14041,آمار,ناحیهای,روزانه,صرفا با سوابق تحصیلی,37,-,هر دو,
سمنان,دانشگاه سمنان,14042,ریاضیات و کاربردها,قطبی,روزانه,صرفا با سوابق تحصیلی,47,-,هر دو,
سمنان,دانشگاه سمنان,14043,فیزیک,ناحیهای,روزانه,صرفا با سوابق تحصیلی,29,-,هر دو,
سمنان,دانشگاه سمنان,14044,فیزیک مهندسی,کشوری,روزانه,صرفا با سوابق تحصیلی,29,-,هر دو,
سمنان,دانشگاه سمنان,14047,علوم و مهندسی جنگل,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
سمنان,دانشگاه سمنان,14048,مهندسی طبیعت,,روزانه,صرفا با سوابق تحصیلی,20,-,هر دو,
سمنان,دانشگاه سمنان,14051,ادیان و عرفان,,روزانه,صرفا با سوابق تحصیلی,29,-,هر دو,
سمنان,دانشگاه سمنان,14054,فرش,,روزانه,صرفا با سوابق تحصیلی,24,-,هر دو,
سمنان,دانشگاه سمنان,14055,مرمت بناهای تاریخی,,روزانه,صرفا با سوابق تحصیلی,24,-,هر دو,
سمنان,دانشگاه سمنان,14069,زیست شناسی جانوری,,روزانه,صرفا با سوابق تحصیلی,15,-,فقط زن,
سمنان,دانشگاه سمنان,14070,زیست شناسی سلولی و مولکولی,,روزانه,صرفا با سوابق تحصیلی,- 20,-,فقط زن,
سمنان,دانشگاه سمنان,14045,فیزیک,ناحیهای,نوبت دوم,صرفا با سوابق تحصیلی,4,-,هر دو,
سمنان,دانشگاه سمنان,14046,فیزیک مهندسی,کشوری,نوبت دوم,صرفا با سوابق تحصیلی,4,-,هر دو,
سمنان,دانشگاه سمنان,14049,علوم و مهندسی جنگل,,نوبت دوم,صرفا با سوابق تحصیلی,7,-,هر دو,
سمنان,دانشگاه سمنان,14050,مهندسی طبیعت,,نوبت دوم,صرفا با سوابق تحصیلی,7,-,هر دو,
سمنان,دانشگاه سمنان,14052,ادیان و عرفان,,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
سمنان,دانشگاه سمنان,14053,زبان و ادبیات عربی,ناحیهای,نوبت دوم,صرفا با سوابق تحصیلی,5,-,هر دو,
سمنان,دانشگاه سمنان,14068,مهندسی کامپیوتر,ناحیهای,نوبت دوم,صرفا با سوابق تحصیلی,10,-,فقط زن,
سمنان,دانشگاه سمنان,14071,زیست شناسی جانوری,,نوبت دوم,صرفا با سوابق تحصیلی,10,-,فقط زن,
سمنان,دانشگاه سمنان,14072,زیست شناسی سلولی و مولکولی,,نوبت دوم,صرفا با سوابق تحصیلی,10,-,فقط زن,
سمنان,دانشگاه صنعتی شاهرود,30839,مهندسی برق,قطبی,روزانه,با آزمون,110,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30840,مهندسی برق,قطبی,روزانه,با آزمون,1,-,فقط مرد,پالستیک نوین - شرایط در دفترچه
سمنان,دانشگاه صنعتی شاهرود,30841,مهندسی پزشکی,کشوری,روزانه,با آزمون,45,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30842,مهندسی ساخت و تولید,کشوری,روزانه,با آزمون,30,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30843,مهندسی شهرسازی,قطبی,روزانه,با آزمون,25,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30844,مهندسی شیمی,کشوری,روزانه,با آزمون,50,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30845,مهندسی صنایع و سیستم ها,,روزانه,با آزمون,45,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30846,مهندسی صنایع و سیستم ها,,روزانه,با آزمون,1,-,فقط مرد,پالستیک نوین - شرایط در دفترچه
سمنان,دانشگاه صنعتی شاهرود,30847,مهندسی عمران,ناحیهای,روزانه,با آزمون,85,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30848,مهندسی کامپیوتر,ناحیهای,روزانه,با آزمون,80,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30849,مهندسی معدن,کشوری,روزانه,با آزمون,60,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30850,مهندسی معماری,ناحیهای,روزانه,با آزمون,33,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30851,مهندسی مکانیک,ناحیهای,روزانه,با آزمون,100,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30852,مهندسی مکانیک,ناحیهای,روزانه,با آزمون,1,-,فقط مرد,پالستیک نوین - شرایط در دفترچه
سمنان,دانشگاه صنعتی شاهرود,30853,مهندسی نقشه برداری,کشوری,روزانه -,با آزمون,40,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30854,مهندسی و علم مواد,قطبی,روزانه,با آزمون,40,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,36429,اقتصاد,قطبی,روزانه,با آزمون,18,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,36430,حسابداری,ناحیهای,روزانه,با آزمون,6,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,36431,علوم ورزشی,کشوری,روزانه,با آزمون,1,-,فقط زن,
سمنان,دانشگاه صنعتی شاهرود,36432,علوم ورزشی,کشوری,روزانه,با آزمون,1,-,فقط مرد,
سمنان,دانشگاه صنعتی شاهرود,36433,مدیریت صنعتی,قطبی,روزانه,با آزمون,6,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,36434,مدیریت مالی,کشوری,روزانه,با آزمون,6,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30855,مهندسی برق,قطبی,نوبت دوم,با آزمون,25,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30856,مهندسی پزشکی,کشوری,نوبت دوم,با آزمون,25,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30857,مهندسی ساخت و تولید,کشوری,نوبت دوم,با آزمون,6,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30858,مهندسی شیمی,کشوری,نوبت دوم,با آزمون,10,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30859,مهندسی صنایع و سیستم ها,,نوبت دوم,با آزمون,15,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30860,مهندسی عمران,ناحیهای,نوبت دوم,با آزمون,30,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30861,مهندسی کامپیوتر,ناحیهای,نوبت دوم,با آزمون,40,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30862,مهندسی معدن,کشوری,نوبت دوم,با آزمون,20,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30863,مهندسی معماری,ناحیهای,نوبت دوم,با آزمون,7,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30864,مهندسی مکانیک,ناحیهای,نوبت دوم,با آزمون,- 20,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30865,مهندسی نقشه برداری,کشوری,نوبت دوم,با آزمون,15,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,30866,مهندسی و علم مواد,قطبی,نوبت دوم,با آزمون,10,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,36435,اقتصاد,قطبی,نوبت دوم,با آزمون,6,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,36436,حسابداری,ناحیهای,نوبت دوم,با آزمون,3,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,36437,مدیریت صنعتی,قطبی,نوبت دوم,با آزمون,3,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,36438,مدیریت مالی,کشوری,نوبت دوم,با آزمون,2,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14073,آمار,ناحیهای,روزانه,صرفا با سوابق تحصیلی,25,-,هر دو,
سمنان,دانشگاه صنعتی شاهرود,14074,ریاضیات و کاربردها,قطبی,روزانه,صرفا با سوابق تحصیلی,25,-,هر دو,
